id,label,raw_logit,prob
TRAIN_0050,1,3.6523437,0.97420337
TRAIN_0051,1,2.2050781500000003,0.90045185
TRAIN_0052,1,3.73339845,0.97645217
TRAIN_0053,0,-3.703125,0.024638815
TRAIN_0054,1,3.7041016,0.97582349
TRAIN_0055,0,-3.87402345,0.0203857585
TRAIN_0056,0,-3.7207030999999997,0.023780738000000003
TRAIN_0057,1,3.5244141,0.970311235
TRAIN_0058,0,-3.78515625,0.0225743375
TRAIN_0059,0,-3.32324215,0.034783125
TRAIN_0060,1,3.4658203,0.96674652
TRAIN_0061,0,-3.8378906,0.0212593975
TRAIN_0062,0,-3.5371094000000003,0.028510228
TRAIN_0063,0,-3.8564453,0.020735369
TRAIN_0064,0,-3.37109375,0.035469702
TRAIN_0065,1,3.5537109,0.97024215
TRAIN_0066,1,3.5488280999999997,0.97203465
TRAIN_0067,1,3.82226565,0.97858885
TRAIN_0068,1,3.6748047,0.97488961
TRAIN_0069,0,-3.8808594,0.020262965
TRAIN_0070,1,3.42871095,0.968163275
TRAIN_0071,0,-3.67871095,0.026193925
TRAIN_0072,1,3.7783203,0.977494225
TRAIN_0073,1,3.6220703,0.9730981649999999
TRAIN_0074,1,3.54296875,0.97149573
TRAIN_0075,0,-3.56640625,0.028188224999999997
TRAIN_0076,0,-3.6542969000000003,0.025275336000000002
TRAIN_0077,1,3.68652345,0.975553485
TRAIN_0078,0,-3.8984375,0.0203522755
TRAIN_0079,1,3.6582031500000003,0.974831725
TRAIN_0080,0,-3.875,0.021179141
TRAIN_0081,1,3.8613280999999997,0.97939347
TRAIN_0082,0,-3.6425780999999997,0.025695395
TRAIN_0083,0,-3.8564453499999996,0.0213889245
TRAIN_0084,0,-3.7529297,0.022957428000000002
TRAIN_0085,0,-3.7880859,0.0221498075
TRAIN_0086,0,-4.38476565,0.012317416500000001
TRAIN_0087,1,3.3027344000000003,0.961534025
TRAIN_0088,1,3.3212891,0.964755075
TRAIN_0089,1,3.39941405,0.9674952
TRAIN_0090,0,-3.65527345,0.025411833
TRAIN_0091,0,-3.8222656500000003,0.021755723499999997
TRAIN_0092,0,-3.8701172,0.02043981
TRAIN_0093,1,3.4667969000000003,0.9696018
TRAIN_0094,0,-3.66503905,0.0254750665
TRAIN_0095,1,3.44628905,0.9690189
TRAIN_0096,0,-3.3642578,0.0338825025
TRAIN_0097,1,3.5888672,0.971980215
TRAIN_0098,0,-3.82617185,0.0220678745
TRAIN_0099,0,-3.85058595,0.0209121165
TRAIN_0100,1,3.76660155,0.976844465
TRAIN_0101,1,3.51855465,0.9711326499999999
TRAIN_0102,0,-3.50097655,0.0292873275
TRAIN_0103,1,3.75488285,0.977019835
TRAIN_0104,0,-3.8496093499999997,0.021722511
TRAIN_0105,1,3.5800780999999997,0.97264215
TRAIN_0106,1,3.93652345,0.9808572
TRAIN_0107,1,3.7939453,0.97775267
TRAIN_0108,1,3.8388672,0.9786261249999999
TRAIN_0109,0,-3.8642578499999996,0.020856224
TRAIN_0110,1,3.58789065,0.9727694
TRAIN_0111,1,3.25097655,0.9613240999999999
TRAIN_0112,1,3.6220703,0.9739510849999999
TRAIN_0113,1,3.6542969,0.97456705
TRAIN_0114,1,3.6835937,0.97523278
TRAIN_0115,0,-3.92578125,0.019627414500000002
TRAIN_0116,0,-3.5878906500000003,0.027100044
TRAIN_0117,0,-3.9238280999999997,0.0199464585
TRAIN_0118,1,3.85058595,0.979128665
TRAIN_0119,1,3.4589844000000003,0.96759225
TRAIN_0120,0,-3.8486328,0.0209317295
TRAIN_0121,1,3.2783203,0.96282059
TRAIN_0122,0,-3.75878905,0.022823705
TRAIN_0123,1,3.4960937,0.970569075
TRAIN_0124,0,-3.6074219000000003,0.026430092000000002
TRAIN_0125,0,-3.7626953,0.023483517500000002
TRAIN_0126,1,3.7265625,0.976468435
TRAIN_0127,1,3.73828125,0.9762571149999999
TRAIN_0128,0,-4.046875,0.017582127500000003
TRAIN_0129,1,3.7558594000000003,0.97697115
TRAIN_0130,1,3.859375,0.97934678
TRAIN_0131,1,3.82421875,0.97826356
TRAIN_0132,1,4.0,0.98200745
TRAIN_0133,0,-4.11132815,0.0161464525
TRAIN_0134,1,3.46191405,0.969584425
TRAIN_0135,1,3.8085937,0.978226865
TRAIN_0136,0,-3.78125,0.0225668285
TRAIN_0137,0,-3.7587891,0.02320771
TRAIN_0138,0,-3.58496095,0.028140929500000002
TRAIN_0139,0,-4.10351565,0.016723885
TRAIN_0140,0,-3.7695312999999997,0.023426543
TRAIN_0141,0,-3.2539063,0.037357785
TRAIN_0142,0,-3.25390625,0.038193203
TRAIN_0143,1,3.25488285,0.9616147500000001
TRAIN_0144,0,-3.73144535,0.0237162495
TRAIN_0145,1,3.48632815,0.97029442
TRAIN_0146,1,3.62304685,0.97381702
TRAIN_0147,1,3.3232422,0.9651099350000001
TRAIN_0148,0,-3.62402345,0.0263492645
TRAIN_0149,1,3.5888672,0.9731132250000001
TRAIN_0150,0,-3.40429685,0.0349259675
TRAIN_0151,1,3.05859375,0.95491038
TRAIN_0152,0,-3.6992188,0.024477230000000003
TRAIN_0153,1,3.54589845,0.9716396
TRAIN_0154,0,-3.6728516,0.024853699
TRAIN_0155,1,3.5859375,0.9708467700000001
TRAIN_0156,0,-3.828125,0.021766032
TRAIN_0157,0,-3.60253905,0.026542545
TRAIN_0158,1,3.6875,0.975446045
TRAIN_0159,0,-3.9121094000000003,0.0199114885
TRAIN_0160,1,3.4863280999999997,0.970182015
TRAIN_0161,1,3.7753905999999997,0.976898
TRAIN_0162,1,3.2636719,0.9629043150000001
TRAIN_0163,1,3.2939453,0.96341765
TRAIN_0164,1,3.5869141,0.9730601000000001
TRAIN_0165,1,3.3779297,0.96684485
TRAIN_0166,1,3.59375,0.9730879
TRAIN_0167,0,-3.9462891,0.018967039499999998
TRAIN_0168,1,3.8876953,0.979679325
TRAIN_0169,0,-3.56835935,0.031930673
TRAIN_0170,0,-3.96875,0.0185468655
TRAIN_0171,0,-4.02929685,0.017479815
TRAIN_0172,0,-3.6660156,0.025418072
TRAIN_0173,0,-3.6708984,0.0251208825
TRAIN_0174,1,3.5185547,0.971170305
TRAIN_0175,1,3.6103516,0.9736645500000001
TRAIN_0176,0,-3.7490234,0.023396895
TRAIN_0177,0,-3.91015625,0.019643901
TRAIN_0178,0,-3.7392578,0.023474327000000003
TRAIN_0179,1,3.8203125,0.97779475
TRAIN_0180,1,3.421875,0.9681906499999999
TRAIN_0181,0,-3.5126953,0.0292414835
TRAIN_0182,1,3.43359375,0.9681397700000001
TRAIN_0183,0,-3.65234375,0.0260913095
TRAIN_0184,0,-3.76171875,0.0237829985
TRAIN_0185,1,3.69726565,0.97576995
TRAIN_0186,0,-3.55566405,0.0278175145
TRAIN_0187,0,-3.80664065,0.0219299335
TRAIN_0188,0,-3.75683595,0.0228354605
TRAIN_0189,1,3.6708984,0.975147395
TRAIN_0190,1,3.6386719000000003,0.9741038399999999
TRAIN_0191,1,3.81933595,0.978140425
TRAIN_0192,1,3.5830078,0.9718646
TRAIN_0193,1,3.45800785,0.9692272749999999
TRAIN_0194,0,-3.8251953,0.023642282
TRAIN_0195,0,-4.16601565,0.015279197500000001
TRAIN_0196,0,-3.93652345,0.0191529125
TRAIN_0197,0,-3.49804685,0.0293844365
TRAIN_0198,0,-3.4433594,0.0344209305
TRAIN_0199,1,3.1923828,0.958216975
TRAIN_0200,0,-3.01171875,0.052051065
TRAIN_0201,0,-3.5068359,0.029498908999999997
TRAIN_0202,1,3.8125,0.9781555749999999
TRAIN_0203,1,3.6357422,0.97379792
TRAIN_0204,1,3.79296875,0.977911
TRAIN_0205,1,3.5390625,0.97171505
TRAIN_0206,1,3.55566405,0.97209665
TRAIN_0207,0,-3.6230469000000003,0.026056674000000002
TRAIN_0208,1,3.3320313,0.96491905
TRAIN_0209,0,-3.7509765999999996,0.023872413500000002
TRAIN_0210,1,3.60449215,0.97325328
TRAIN_0211,0,-3.3212891,0.0362055795
TRAIN_0212,0,-4.23242185,0.014328510499999999
TRAIN_0213,1,3.5517578,0.97212503
TRAIN_0214,1,3.7167969,0.975808885
TRAIN_0215,1,3.4746093499999997,0.9699540499999999
TRAIN_0216,0,-4.13085935,0.01581634
TRAIN_0217,1,3.4277344000000003,0.96816635
TRAIN_0218,0,-3.2714843499999997,0.0394653975
TRAIN_0219,1,3.5888672,0.9730801
TRAIN_0220,1,3.3242188,0.96450185
TRAIN_0221,0,-3.79003905,0.022494286500000002
TRAIN_0222,1,3.5917969,0.9731898
TRAIN_0223,1,3.2353516,0.9614804
TRAIN_0224,0,-3.9472655999999997,0.0195294025
TRAIN_0225,1,3.6542968499999997,0.9728839499999999
TRAIN_0226,0,-3.8828125,0.0201964645
TRAIN_0227,1,2.92871095,0.9489552
TRAIN_0228,0,-3.8417969,0.0217764695
TRAIN_0229,1,3.70214845,0.97588885
TRAIN_0230,1,3.5234375,0.970772985
TRAIN_0231,0,-3.56152345,0.0276149875
TRAIN_0232,1,3.4208984,0.96790212
TRAIN_0233,1,3.7792969,0.977655315
TRAIN_0234,1,3.77929685,0.97650008
TRAIN_0235,0,-4.02734375,0.017512724
TRAIN_0236,0,-3.89941405,0.021061591249999997
TRAIN_0237,0,-3.89453125,0.0207568285
TRAIN_0238,1,3.6933594,0.974963925
TRAIN_0239,0,-3.6953125,0.024402772
TRAIN_0240,0,-3.6513672,0.026797272499999997
TRAIN_0241,0,-3.77441405,0.022563268
TRAIN_0242,0,-3.56640625,0.0282852205
TRAIN_0243,1,3.6386719000000003,0.9743824000000001
TRAIN_0244,1,3.5888672,0.97220365
TRAIN_0245,0,-3.9941406500000003,0.018188848
TRAIN_0246,0,-3.5585937,0.027970791499999998
TRAIN_0247,0,-3.21875,0.039199320999999995
TRAIN_0248,0,-3.86035155,0.020871953999999998
TRAIN_0249,0,-3.6875,0.024865057000000003
TRAIN_0250,0,-3.890625,0.020652103999999998
TRAIN_0251,0,-3.7363281,0.0236370645
TRAIN_0252,1,3.8125,0.97833467
TRAIN_0253,1,3.6611328,0.97493941
TRAIN_0254,1,3.6279297,0.97378268
TRAIN_0255,0,-3.671875,0.0250791295
TRAIN_0256,0,-3.7128906,0.024248803
TRAIN_0257,1,3.4980468499999997,0.97020762
TRAIN_0258,1,3.74609375,0.97675603
TRAIN_0259,1,3.7568359,0.97700125
TRAIN_0260,0,-3.6611328,0.025804377
TRAIN_0261,1,2.81152345,0.943226965
TRAIN_0262,0,-3.53808595,0.0287477925
TRAIN_0263,0,-3.984375,0.0190299625
TRAIN_0264,0,-4.0566406,0.0174358735
TRAIN_0265,0,-3.9375,0.019124035
TRAIN_0266,1,3.53613285,0.9712835
TRAIN_0267,1,3.36425785,0.9665610499999999
TRAIN_0268,0,-3.61816405,0.027708405
TRAIN_0269,1,3.3486328,0.963929875
TRAIN_0270,0,-4.1660156,0.015289213
TRAIN_0271,1,3.49902345,0.9701424000000001
TRAIN_0272,0,-3.96972655,0.0186811505
TRAIN_0273,1,3.6933593499999997,0.9754336
TRAIN_0274,0,-3.69628905,0.024246985
TRAIN_0275,1,3.2832031,0.9636546500000001
TRAIN_0276,0,-3.7714844000000003,0.022506739
TRAIN_0277,0,-3.8798828,0.02038177
TRAIN_0278,1,3.54003905,0.9717364
TRAIN_0279,0,-4.3964844,0.0121744105
TRAIN_0280,1,3.91015625,0.9802204800000001
TRAIN_0281,1,3.55566405,0.972217515
TRAIN_0282,1,3.8955078499999996,0.9797172000000001
TRAIN_0283,0,-4.08984375,0.016469162500000002
TRAIN_0284,0,-3.7744140999999996,0.023108319000000002
TRAIN_0285,0,-3.7646484000000004,0.023340053
TRAIN_0286,1,3.82519535,0.978456325
TRAIN_0287,0,-3.7021484000000004,0.026135255000000003
TRAIN_0288,0,-3.9238281,0.019658748
TRAIN_0289,0,-3.7080078,0.02433519
TRAIN_0290,1,3.5654297,0.9722324200000001
TRAIN_0291,1,3.5273437,0.970956115
TRAIN_0292,1,4.06835935,0.983182225
TRAIN_0293,1,3.85839845,0.9791753999999999
TRAIN_0294,0,-4.0742188,0.016728904000000003
TRAIN_0295,0,-3.7636719000000003,0.022803626
TRAIN_0296,0,-3.15234375,0.042094902000000003
TRAIN_0297,1,3.5439453,0.9718541199999999
TRAIN_0298,0,-3.4335938,0.0313173755
TRAIN_0299,0,-3.69726565,0.024789979
TRAIN_0300,0,-3.7441406,0.0265077235
TRAIN_0301,0,-3.890625,0.0204918375
TRAIN_0302,0,-3.91308595,0.0195899625
TRAIN_0303,1,3.66503905,0.97300482
TRAIN_0304,0,-3.6464844,0.025445488500000002
TRAIN_0305,1,3.27441405,0.9634864999999999
TRAIN_0306,1,3.78808595,0.9774940000000001
TRAIN_0307,0,-3.7216797,0.024029359
TRAIN_0308,1,3.3183593499999997,0.964921115
TRAIN_0309,1,3.2080078,0.95994205
TRAIN_0310,1,3.8613280999999997,0.979281775
TRAIN_0311,1,3.35253905,0.9658109500000001
TRAIN_0312,1,3.47558595,0.9699298999999999
TRAIN_0313,1,3.6953125,0.9751729499999999
TRAIN_0314,1,3.1171875,0.956080035
TRAIN_0315,0,-3.48632815,0.030377546499999998
TRAIN_0316,0,-3.82910155,0.02161445
TRAIN_0317,0,-3.4726563,0.030121270500000002
TRAIN_0318,0,-3.55175785,0.028009494
TRAIN_0319,1,3.39941405,0.967686205
TRAIN_0320,0,-3.3984375,0.0326421915
TRAIN_0321,0,-3.8291015999999996,0.021793551
TRAIN_0322,0,-3.88671875,0.021199928
TRAIN_0323,0,-3.9472656500000003,0.018993595000000002
TRAIN_0324,1,3.52050785,0.97038162
TRAIN_0325,1,3.7685547,0.9773662999999999
TRAIN_0326,1,3.4501953,0.9688643
TRAIN_0327,0,-3.3984375,0.0325732175
TRAIN_0328,0,-3.8232422,0.021498779000000003
TRAIN_0329,1,3.2714844000000003,0.96208645
TRAIN_0330,0,-3.734375,0.024397738000000002
TRAIN_0331,1,3.53515625,0.971670465
TRAIN_0332,0,-3.57128905,0.027353195
TRAIN_0333,1,2.921875,0.9463648250000001
TRAIN_0334,1,3.6787109,0.97501698
TRAIN_0335,0,-3.9033203,0.0197938195
TRAIN_0336,0,-4.1328125,0.0157874305
TRAIN_0337,1,3.61523435,0.97335067
TRAIN_0338,1,3.50195315,0.9699309
TRAIN_0339,1,3.2558594000000003,0.9622381499999999
TRAIN_0340,1,3.90820315,0.980108675
TRAIN_0341,1,3.7919922,0.97794555
TRAIN_0342,0,-4.1113281,0.0162170315
TRAIN_0343,0,-3.61621095,0.027215516000000002
TRAIN_0344,0,-3.9716797,0.01854275
TRAIN_0345,0,-3.8779297,0.020895672
TRAIN_0346,0,-3.67871095,0.024639142500000003
TRAIN_0347,1,3.4511718499999997,0.9692647
TRAIN_0348,1,3.66503905,0.9748407299999999
TRAIN_0349,0,-3.8144530999999997,0.021779622
TRAIN_0350,1,3.953125,0.981052675
TRAIN_0351,0,-3.86621095,0.0205446305
TRAIN_0352,0,-3.7285156500000003,0.024633805999999998
TRAIN_0353,1,3.45605465,0.96932408
TRAIN_0354,0,-3.78320315,0.0222514355
TRAIN_0355,0,-3.8945312000000003,0.0206120605
TRAIN_0356,0,-3.6738280999999997,0.0248245625
TRAIN_0357,0,-4.13476565,0.015781780500000002
TRAIN_0358,0,-3.74414065,0.023976955
TRAIN_0359,0,-3.5166016,0.028934511500000003
TRAIN_0360,0,-3.796875,0.021948606500000002
TRAIN_0361,0,-3.55761715,0.027717545
TRAIN_0362,1,3.3359375,0.965556235
TRAIN_0363,0,-4.1679687,0.015248035
TRAIN_0364,0,-4.07128905,0.016856439
TRAIN_0365,0,-3.51660155,0.028982386
TRAIN_0366,0,-3.8359375,0.021223506
TRAIN_0367,1,3.32714845,0.96487212
TRAIN_0368,0,-3.6816406,0.0250712825
TRAIN_0369,0,-3.87304685,0.021347632499999998
TRAIN_0370,1,3.51367185,0.9708801300000001
TRAIN_0371,0,-3.6044922,0.027908372
TRAIN_0372,1,3.51367185,0.970700385
TRAIN_0373,0,-3.94628905,0.0189660855
TRAIN_0374,0,-3.6425780999999997,0.025857836
TRAIN_0375,0,-3.96484375,0.018623473
TRAIN_0376,1,3.9892578499999996,0.981818715
TRAIN_0377,0,-3.6962891,0.0242276845
TRAIN_0378,0,-3.6347655999999997,0.026174977500000002
TRAIN_0379,1,3.54589845,0.971933985
TRAIN_0380,1,3.1992188,0.96029152
TRAIN_0381,0,-3.59472655,0.0268398995
TRAIN_0382,0,-3.875,0.020390691000000002
TRAIN_0383,1,3.49902345,0.97062928
TRAIN_0384,0,-3.609375,0.02636203
TRAIN_0385,0,-3.5996094,0.0287096165
TRAIN_0386,1,3.765625,0.977277925
TRAIN_0387,1,3.0390625,0.95370865
TRAIN_0388,0,-3.60253905,0.0265806195
TRAIN_0389,1,3.71191405,0.9760397350000001
TRAIN_0390,1,3.31542965,0.96457485
TRAIN_0391,0,-3.66894535,0.0249127325
TRAIN_0392,0,-3.6171875,0.0261740365
TRAIN_0393,1,3.5439453,0.9718754199999999
TRAIN_0394,0,-3.5410156,0.028743593999999997
TRAIN_0395,1,3.13378905,0.956479165
TRAIN_0396,0,-3.12597655,0.042257486
TRAIN_0397,0,-3.8544922,0.021077264
TRAIN_0398,0,-3.8828125,0.02043309
TRAIN_0399,1,3.828125,0.9784038500000001
TRAIN_0400,1,3.6601563,0.9743189000000001
TRAIN_0401,0,-3.6230469000000003,0.0270563525
TRAIN_0402,0,-4.0097656,0.0178148215
TRAIN_0403,1,3.46777345,0.96901665
TRAIN_0404,0,-3.7783203,0.023613756
TRAIN_0405,1,3.19628905,0.9592054999999999
TRAIN_0406,1,3.3339844,0.9655613000000001
TRAIN_0407,1,3.8037109,0.9781138
TRAIN_0408,0,-3.5371093499999997,0.02839337
TRAIN_0409,0,-3.625,0.0266627575
TRAIN_0410,1,3.70410155,0.9759157
TRAIN_0411,1,3.67578125,0.97513343
TRAIN_0412,1,3.69921875,0.9753727249999999
TRAIN_0413,1,3.62695315,0.9738929999999999
TRAIN_0414,0,-4.05566405,0.017138241499999998
TRAIN_0415,1,3.5019531500000003,0.97044055
TRAIN_0416,1,3.703125,0.975083075
TRAIN_0417,1,3.48730465,0.970321445
TRAIN_0418,1,3.6728516,0.97516382
TRAIN_0419,1,3.69433595,0.9747082499999999
TRAIN_0420,0,-3.8564453,0.0211510455
TRAIN_0421,0,-3.74023435,0.0234751835
TRAIN_0422,1,3.4931641,0.9704448
TRAIN_0423,0,-3.3574219,0.0338094805
TRAIN_0424,1,3.32421875,0.964767425
TRAIN_0425,0,-3.88867185,0.020103423000000002
TRAIN_0426,0,-3.69140625,0.0247532975
TRAIN_0427,0,-3.953125,0.0191596455
TRAIN_0428,0,-3.6376953,0.025644277
TRAIN_0429,1,3.5078125,0.9700354
TRAIN_0430,0,-3.8193359,0.0216359495
TRAIN_0431,0,-3.9794922,0.018368794
TRAIN_0432,0,-4.0546875,0.0171421955
TRAIN_0433,0,-3.3574218499999997,0.0381573715
TRAIN_0434,0,-3.80859375,0.0218471125
TRAIN_0435,0,-3.8027344,0.0218851505
TRAIN_0436,0,-3.4775391,0.029960313500000002
TRAIN_0437,0,-3.4501953,0.03299189
TRAIN_0438,0,-3.4736328,0.0305496065
TRAIN_0439,1,3.8964843499999997,0.9800723
TRAIN_0440,1,3.5087891,0.9709110999999999
TRAIN_0441,0,-3.58496095,0.0270747545
TRAIN_0442,1,3.6386719,0.9741249
TRAIN_0443,1,3.80859375,0.9782756749999999
TRAIN_0444,1,3.2275391,0.9590804749999999
TRAIN_0445,1,3.546875,0.97192535
TRAIN_0446,1,3.7285156500000003,0.976435305
TRAIN_0447,1,3.36132815,0.9657745
TRAIN_0448,0,-3.83300785,0.021236338
TRAIN_0449,1,3.515625,0.96986462
TRAIN_0450,1,3.29003905,0.9640247200000001
TRAIN_0451,1,3.2207030999999997,0.95995513
TRAIN_0452,1,3.87109375,0.9794301999999999
TRAIN_0453,0,-2.7558594,0.0602460025
TRAIN_0454,0,-3.7109375,0.025161031
TRAIN_0455,0,-3.51171875,0.029891968999999997
TRAIN_0456,1,3.6894531,0.9748219499999999
TRAIN_0457,1,3.46777345,0.969697805
TRAIN_0458,1,3.8398438,0.9788011249999999
TRAIN_0459,0,-3.47753905,0.030366895
TRAIN_0460,0,-3.71777345,0.0245461185
TRAIN_0461,0,-3.6738280999999997,0.0248245625
TRAIN_0462,0,-3.18554685,0.040992643
TRAIN_0463,1,3.52441405,0.971311465
TRAIN_0464,1,3.7626953,0.977132495
TRAIN_0465,0,-3.5380859,0.028321024
TRAIN_0466,0,-3.91503905,0.019912782
TRAIN_0467,0,-3.7236328,0.0235768955
TRAIN_0468,0,-3.3769531,0.0336401185
TRAIN_0469,0,-3.76855465,0.0226069355
TRAIN_0470,0,-3.51660155,0.028930277499999997
TRAIN_0471,0,-3.7626953,0.024125439
TRAIN_0472,0,-3.7011719000000003,0.0242690615
TRAIN_0473,1,3.9414062999999997,0.980706765
TRAIN_0474,0,-3.71484375,0.0238003965
TRAIN_0475,0,-3.7138672,0.02451325
TRAIN_0476,1,3.5136718499999997,0.97100515
TRAIN_0477,1,3.7050781500000003,0.9756393000000001
TRAIN_0478,1,3.6152344,0.9737761
TRAIN_0479,1,3.6621094,0.974893835
TRAIN_0480,1,3.4296875,0.968619075
TRAIN_0481,1,3.8027344000000003,0.977566475
TRAIN_0482,0,-3.9345703,0.019293242000000002
TRAIN_0483,0,-3.79296875,0.02346256
TRAIN_0484,0,-3.64453125,0.025487897000000002
TRAIN_0485,1,3.73632815,0.976592975
TRAIN_0486,0,-3.70410155,0.024254737499999998
TRAIN_0487,0,-4.02441405,0.0176725295
TRAIN_0488,0,-3.9736328,0.0184581025
TRAIN_0489,0,-3.46679685,0.030347849
TRAIN_0490,0,-3.71484375,0.026540931500000003
TRAIN_0491,1,3.6894531,0.9754237
TRAIN_0492,1,3.55078125,0.97203175
TRAIN_0493,1,3.87597655,0.97968708
TRAIN_0494,0,-3.1923828,0.0404225465
TRAIN_0495,0,-3.81152345,0.022402079
TRAIN_0496,0,-3.6484375,0.028688114
TRAIN_0497,0,-3.6308594,0.0258125305
TRAIN_0498,0,-3.5859375,0.026974150500000002
TRAIN_0499,1,3.9160155999999997,0.980377375
TRAIN_0500,1,3.7998047,0.97810123
TRAIN_0501,1,3.4375,0.968568235
TRAIN_0502,0,-3.36425785,0.0334403515
TRAIN_0503,0,-3.67089845,0.024835229
TRAIN_0504,1,2.9863281500000003,0.94229925
TRAIN_0505,1,3.65722655,0.97379298
TRAIN_0506,1,3.79980465,0.97802265
TRAIN_0507,1,3.6542969,0.9747731
TRAIN_0508,0,-3.77441405,0.0228085105
TRAIN_0509,1,3.48339845,0.969469235
TRAIN_0510,1,3.8496094,0.97913425
TRAIN_0511,0,-3.7314453,0.023516606000000002
TRAIN_0512,1,3.7587891,0.976969005
TRAIN_0513,0,-3.6171875,0.026362503500000002
TRAIN_0514,0,-3.7158203,0.024095458
TRAIN_0515,0,-3.703125,0.024212283
TRAIN_0516,1,3.5234375,0.970648475
TRAIN_0517,0,-3.63671875,0.02593131
TRAIN_0518,0,-3.6494141,0.025623203
TRAIN_0519,1,3.59765625,0.97299517
TRAIN_0520,0,-3.6279297,0.0271399925
TRAIN_0521,0,-3.78320315,0.024347859
TRAIN_0522,1,3.5566406500000003,0.9718715499999999
TRAIN_0523,1,3.4931641,0.9702916500000001
TRAIN_0524,0,-3.88378905,0.0206588495
TRAIN_0525,0,-3.7011718499999997,0.0243529315
TRAIN_0526,0,-4.1269531,0.016029822
TRAIN_0527,1,3.6787109,0.975366505
TRAIN_0528,0,-3.83984375,0.0215352665
TRAIN_0529,1,3.26855465,0.962167
TRAIN_0530,0,-3.5292968499999997,0.0291502855
TRAIN_0531,1,3.5175780999999997,0.9700313650000001
TRAIN_0532,0,-4.2148438,0.014586730499999999
TRAIN_0533,1,3.11523435,0.95750287
TRAIN_0534,0,-3.8457031500000003,0.0209377075
TRAIN_0535,1,3.4707031500000003,0.969306665
TRAIN_0536,0,-3.78125,0.0224980535
TRAIN_0537,0,-3.8339844000000003,0.021264109500000003
TRAIN_0538,0,-3.5166016,0.0319163025
TRAIN_0539,1,3.51757815,0.9710773
TRAIN_0540,0,-3.54785155,0.028137390499999998
TRAIN_0541,0,-3.9003905999999997,0.020523913999999997
TRAIN_0542,0,-3.6591797,0.0253534465
TRAIN_0543,0,-3.9697265999999996,0.019541753999999998
TRAIN_0544,1,3.64941405,0.9746214200000001
TRAIN_0545,0,-3.7626953,0.022930739999999998
TRAIN_0546,1,3.64648435,0.97451557
TRAIN_0547,1,3.6220703499999996,0.972127925
TRAIN_0548,1,3.63671875,0.9743335799999999
TRAIN_0549,1,3.59570315,0.9732688
TRAIN_0550,0,-3.94726565,0.0189990575
TRAIN_0551,0,-3.78222655,0.022265005
TRAIN_0552,0,-3.9111328,0.0197672665
TRAIN_0553,1,3.5449218499999997,0.971584
TRAIN_0554,0,-3.91210935,0.020413827000000002
TRAIN_0555,1,3.45214845,0.96911888
TRAIN_0556,1,3.5107422,0.9709781
TRAIN_0557,0,-3.859375,0.021438101
TRAIN_0558,0,-3.51953125,0.028764048
TRAIN_0559,0,-3.6113281500000003,0.026310881
TRAIN_0560,0,-4.10742185,0.017335727
TRAIN_0561,0,-3.8691405999999997,0.0214292305
