id,label,fold,seed,model_name,raw_logit,prob
TRAIN_0190,1,0,42,efficientnetv2_m_384_baseline,3.7363281,0.97671366
TRAIN_0191,1,0,42,efficientnetv2_m_384_baseline,3.8867188,0.9798997
TRAIN_0193,1,0,42,efficientnetv2_m_384_baseline,3.8007812,0.97813547
TRAIN_0198,0,0,42,efficientnetv2_m_384_baseline,-3.9511719,0.018869255
TRAIN_0202,1,0,42,efficientnetv2_m_384_baseline,4.0898438,0.9835338
TRAIN_0209,0,0,42,efficientnetv2_m_384_baseline,-3.8515625,0.020804489
TRAIN_0223,1,0,42,efficientnetv2_m_384_baseline,3.4785156,0.9700703
TRAIN_0226,0,0,42,efficientnetv2_m_384_baseline,-3.8300781,0.0212467
TRAIN_0228,0,0,42,efficientnetv2_m_384_baseline,-4.0195312,0.017644463
TRAIN_0241,0,0,42,efficientnetv2_m_384_baseline,-3.890625,0.020023443
TRAIN_0252,1,0,42,efficientnetv2_m_384_baseline,3.7695312,0.9774571
TRAIN_0253,1,0,42,efficientnetv2_m_384_baseline,3.9335938,0.98080254
TRAIN_0255,0,0,42,efficientnetv2_m_384_baseline,-3.8632812,0.020567097
TRAIN_0268,0,0,42,efficientnetv2_m_384_baseline,-3.9648438,0.018617803
TRAIN_0270,0,0,42,efficientnetv2_m_384_baseline,-4.0898438,0.016466172
TRAIN_0276,0,0,42,efficientnetv2_m_384_baseline,-3.9101562,0.01964376
TRAIN_0282,1,0,42,efficientnetv2_m_384_baseline,3.8164062,0.9784671
TRAIN_0283,0,0,42,efficientnetv2_m_384_baseline,-3.9589844,0.018725162
TRAIN_0285,0,0,42,efficientnetv2_m_384_baseline,-3.9921875,0.01812472
TRAIN_0290,1,0,42,efficientnetv2_m_384_baseline,3.9628906,0.98134655
TRAIN_0292,1,0,42,efficientnetv2_m_384_baseline,4.0820312,0.98340684
TRAIN_0294,0,0,42,efficientnetv2_m_384_baseline,-3.9179688,0.019493869
TRAIN_0295,0,0,42,efficientnetv2_m_384_baseline,-3.9296875,0.019271135
TRAIN_0297,1,0,42,efficientnetv2_m_384_baseline,3.6523438,0.9747251
TRAIN_0301,0,0,42,efficientnetv2_m_384_baseline,-3.9433594,0.019014433
TRAIN_0302,0,0,42,efficientnetv2_m_384_baseline,-3.9433594,0.019014433
TRAIN_0306,1,0,42,efficientnetv2_m_384_baseline,4.0039062,0.9820826
TRAIN_0312,1,0,42,efficientnetv2_m_384_baseline,3.6640625,0.9750122
TRAIN_0321,0,0,42,efficientnetv2_m_384_baseline,-4.0546875,0.017045315
TRAIN_0330,0,0,42,efficientnetv2_m_384_baseline,-4.0546875,0.017045315
TRAIN_0331,1,0,42,efficientnetv2_m_384_baseline,3.9453125,0.98102194
TRAIN_0335,0,0,42,efficientnetv2_m_384_baseline,-3.9902344,0.018159512
TRAIN_0340,1,0,42,efficientnetv2_m_384_baseline,4.1445312,0.98439646
TRAIN_0342,0,0,42,efficientnetv2_m_384_baseline,-4.0390625,0.017309094
TRAIN_0345,0,0,42,efficientnetv2_m_384_baseline,-4.1328125,0.01578456
TRAIN_0351,0,0,42,efficientnetv2_m_384_baseline,-3.8652344,0.020527788
TRAIN_0354,0,0,42,efficientnetv2_m_384_baseline,-3.9726562,0.018475594
TRAIN_0358,0,0,42,efficientnetv2_m_384_baseline,-3.9707031,0.018511046
TRAIN_0363,0,0,42,efficientnetv2_m_384_baseline,-3.9902344,0.018159512
TRAIN_0364,0,0,42,efficientnetv2_m_384_baseline,-3.96875,0.018546565
TRAIN_0367,1,0,42,efficientnetv2_m_384_baseline,3.890625,0.97997653
TRAIN_0372,1,0,42,efficientnetv2_m_384_baseline,3.8730469,0.97962874
TRAIN_0373,0,0,42,efficientnetv2_m_384_baseline,-3.9902344,0.018159512
TRAIN_0375,0,0,42,efficientnetv2_m_384_baseline,-3.9277344,0.019308088
TRAIN_0382,0,0,42,efficientnetv2_m_384_baseline,-3.9902344,0.018159512
TRAIN_0387,1,0,42,efficientnetv2_m_384_baseline,3.2988281,0.9643886
TRAIN_0389,1,0,42,efficientnetv2_m_384_baseline,3.9375,0.98087597
TRAIN_0400,1,0,42,efficientnetv2_m_384_baseline,4.1171875,0.9839708
TRAIN_0403,1,0,42,efficientnetv2_m_384_baseline,4.0195312,0.98235554
TRAIN_0420,0,0,42,efficientnetv2_m_384_baseline,-4.046875,0.01717671
TRAIN_0426,0,0,42,efficientnetv2_m_384_baseline,-4.0234375,0.01757688
TRAIN_0432,0,0,42,efficientnetv2_m_384_baseline,-4.15625,0.015424551
TRAIN_0435,0,0,42,efficientnetv2_m_384_baseline,-3.9355469,0.019160708
TRAIN_0442,1,0,42,efficientnetv2_m_384_baseline,3.8730469,0.97962874
TRAIN_0445,1,0,42,efficientnetv2_m_384_baseline,4.0078125,0.98215127
TRAIN_0454,0,0,42,efficientnetv2_m_384_baseline,-4.0117188,0.01778039
TRAIN_0460,0,0,42,efficientnetv2_m_384_baseline,-4.0039062,0.017917344
TRAIN_0466,0,0,42,efficientnetv2_m_384_baseline,-4.1601562,0.015365342
TRAIN_0472,0,0,42,efficientnetv2_m_384_baseline,-3.859375,0.020645931
TRAIN_0481,1,0,42,efficientnetv2_m_384_baseline,4.3398438,0.9871293
TRAIN_0483,0,0,42,efficientnetv2_m_384_baseline,-4.1289062,0.01584536
TRAIN_0485,1,0,42,efficientnetv2_m_384_baseline,4.0585938,0.98302
TRAIN_0487,0,0,42,efficientnetv2_m_384_baseline,-4.0976562,0.016340127
TRAIN_0488,0,0,42,efficientnetv2_m_384_baseline,-3.9316406,0.019234259
TRAIN_0513,0,0,42,efficientnetv2_m_384_baseline,-3.8789062,0.020254692
TRAIN_0525,0,0,42,efficientnetv2_m_384_baseline,-3.9199219,0.019456577
TRAIN_0527,1,0,42,efficientnetv2_m_384_baseline,3.7832031,0.9777564
TRAIN_0537,0,0,42,efficientnetv2_m_384_baseline,-3.8691406,0.020449394
TRAIN_0552,0,0,42,efficientnetv2_m_384_baseline,-4.0976562,0.016340127
TRAIN_0557,0,0,42,efficientnetv2_m_384_baseline,-3.953125,0.01883313
TRAIN_0561,0,0,42,efficientnetv2_m_384_baseline,-3.9550781,0.018797072
TRAIN_0563,1,0,42,efficientnetv2_m_384_baseline,3.8730469,0.97962874
TRAIN_0567,1,0,42,efficientnetv2_m_384_baseline,3.9589844,0.9812749
TRAIN_0574,0,0,42,efficientnetv2_m_384_baseline,-3.9570312,0.018761085
TRAIN_0578,0,0,42,efficientnetv2_m_384_baseline,-3.9199219,0.019456577
TRAIN_0581,0,0,42,efficientnetv2_m_384_baseline,-3.8613281,0.020606475
TRAIN_0583,1,0,42,efficientnetv2_m_384_baseline,3.8945312,0.980053
TRAIN_0587,1,0,42,efficientnetv2_m_384_baseline,3.6640625,0.9750122
TRAIN_0605,1,0,42,efficientnetv2_m_384_baseline,3.7734375,0.97754294
TRAIN_0609,1,0,42,efficientnetv2_m_384_baseline,3.6464844,0.97458035
TRAIN_0611,0,0,42,efficientnetv2_m_384_baseline,-3.9277344,0.019308088
TRAIN_0617,1,0,42,efficientnetv2_m_384_baseline,3.9140625,0.9804314
TRAIN_0619,1,0,42,efficientnetv2_m_384_baseline,3.8417969,0.9789956
TRAIN_0621,1,0,42,efficientnetv2_m_384_baseline,3.8007812,0.97813547
TRAIN_0623,1,0,42,efficientnetv2_m_384_baseline,3.8964844,0.9800913
TRAIN_0625,0,0,42,efficientnetv2_m_384_baseline,-3.890625,0.020023443
TRAIN_0627,0,0,42,efficientnetv2_m_384_baseline,-4.0195312,0.017644463
TRAIN_0633,0,0,42,efficientnetv2_m_384_baseline,-3.9902344,0.018159512
TRAIN_0650,1,0,42,efficientnetv2_m_384_baseline,2.6953125,0.93674946
TRAIN_0655,1,0,42,efficientnetv2_m_384_baseline,4.1484375,0.98445636
TRAIN_0656,1,0,42,efficientnetv2_m_384_baseline,3.9179688,0.98050606
TRAIN_0658,1,0,42,efficientnetv2_m_384_baseline,3.7988281,0.9780936
TRAIN_0659,0,0,42,efficientnetv2_m_384_baseline,-3.9453125,0.018978037
TRAIN_0673,1,0,42,efficientnetv2_m_384_baseline,3.796875,0.9780517
TRAIN_0679,1,0,42,efficientnetv2_m_384_baseline,3.6542969,0.9747731
TRAIN_0680,0,0,42,efficientnetv2_m_384_baseline,-3.9511719,0.018869255
TRAIN_0681,1,0,42,efficientnetv2_m_384_baseline,3.8398438,0.9789554
TRAIN_0688,1,0,42,efficientnetv2_m_384_baseline,4.015625,0.98228765
TRAIN_0692,1,0,42,efficientnetv2_m_384_baseline,3.6679688,0.97510713
TRAIN_0694,1,0,42,efficientnetv2_m_384_baseline,3.7910156,0.97792566
TRAIN_0696,0,0,42,efficientnetv2_m_384_baseline,-3.9335938,0.01919745
TRAIN_0701,1,0,42,efficientnetv2_m_384_baseline,4.015625,0.98228765
TRAIN_0702,1,0,42,efficientnetv2_m_384_baseline,3.6582031,0.9748691
TRAIN_0713,0,0,42,efficientnetv2_m_384_baseline,-4.03125,0.017442483
TRAIN_0716,0,0,42,efficientnetv2_m_384_baseline,-3.8476562,0.020884216
TRAIN_0721,1,0,42,efficientnetv2_m_384_baseline,3.8476562,0.9791158
TRAIN_0726,0,0,42,efficientnetv2_m_384_baseline,-4.1132812,0.016090875
TRAIN_0729,0,0,42,efficientnetv2_m_384_baseline,-4.0351562,0.017375663
TRAIN_0731,0,0,42,efficientnetv2_m_384_baseline,-4.0859375,0.016529558
TRAIN_0733,1,0,42,efficientnetv2_m_384_baseline,3.640625,0.9744348
TRAIN_0746,1,0,42,efficientnetv2_m_384_baseline,4.15625,0.9845754
TRAIN_0751,1,0,42,efficientnetv2_m_384_baseline,3.9414062,0.9809491
TRAIN_0770,0,0,42,efficientnetv2_m_384_baseline,-4.0273438,0.01750956
TRAIN_0771,1,0,42,efficientnetv2_m_384_baseline,3.6152344,0.9737945
TRAIN_0785,0,0,42,efficientnetv2_m_384_baseline,-4.0039062,0.017917344
TRAIN_0792,1,0,42,efficientnetv2_m_384_baseline,3.8300781,0.9787533
TRAIN_0796,1,0,42,efficientnetv2_m_384_baseline,4.1835938,0.98498523
TRAIN_0803,1,0,42,efficientnetv2_m_384_baseline,4.0273438,0.9824905
TRAIN_0810,0,0,42,efficientnetv2_m_384_baseline,-4.0039062,0.017917344
TRAIN_0811,1,0,42,efficientnetv2_m_384_baseline,3.9335938,0.98080254
TRAIN_0815,1,0,42,efficientnetv2_m_384_baseline,3.7851562,0.97779876
TRAIN_0818,1,0,42,efficientnetv2_m_384_baseline,3.484375,0.97023994
TRAIN_0827,1,0,42,efficientnetv2_m_384_baseline,4.0664062,0.98314995
TRAIN_0830,1,0,42,efficientnetv2_m_384_baseline,4.015625,0.98228765
TRAIN_0839,1,0,42,efficientnetv2_m_384_baseline,3.8652344,0.97947216
TRAIN_0840,1,0,42,efficientnetv2_m_384_baseline,4.1015625,0.9837225
TRAIN_0844,0,0,42,efficientnetv2_m_384_baseline,-3.9433594,0.019014433
TRAIN_0847,1,0,42,efficientnetv2_m_384_baseline,4.0703125,0.9832145
TRAIN_0852,1,0,42,efficientnetv2_m_384_baseline,4.0117188,0.9822196
TRAIN_0857,1,0,42,efficientnetv2_m_384_baseline,3.96875,0.9814534
TRAIN_0860,1,0,42,efficientnetv2_m_384_baseline,3.8535156,0.97923523
TRAIN_0862,0,0,42,efficientnetv2_m_384_baseline,-3.9179688,0.019493869
TRAIN_0868,0,0,42,efficientnetv2_m_384_baseline,-3.9199219,0.019456577
TRAIN_0873,1,0,42,efficientnetv2_m_384_baseline,3.6835938,0.9754836
TRAIN_0875,1,0,42,efficientnetv2_m_384_baseline,3.9199219,0.98054343
TRAIN_0878,1,0,42,efficientnetv2_m_384_baseline,3.3691406,0.96672606
TRAIN_0880,0,0,42,efficientnetv2_m_384_baseline,-3.9472656,0.018941708
TRAIN_0882,1,0,42,efficientnetv2_m_384_baseline,3.6972656,0.9758085
TRAIN_0903,0,0,42,efficientnetv2_m_384_baseline,-3.8671875,0.020488555
TRAIN_0904,0,0,42,efficientnetv2_m_384_baseline,-4.0078125,0.017848738
TRAIN_0907,1,0,42,efficientnetv2_m_384_baseline,3.8261719,0.9786719
TRAIN_0920,0,0,42,efficientnetv2_m_384_baseline,-4.0039062,0.017917344
TRAIN_0921,0,0,42,efficientnetv2_m_384_baseline,-3.8925781,0.019985154
TRAIN_0922,0,0,42,efficientnetv2_m_384_baseline,-4.0625,0.016914913
TRAIN_0923,1,0,42,efficientnetv2_m_384_baseline,3.6484375,0.97462875
TRAIN_0933,1,0,42,efficientnetv2_m_384_baseline,3.7871094,0.9778412
TRAIN_0936,0,0,42,efficientnetv2_m_384_baseline,-3.9296875,0.019271135
TRAIN_0939,0,0,42,efficientnetv2_m_384_baseline,-3.8769531,0.020293487
TRAIN_0943,1,0,42,efficientnetv2_m_384_baseline,3.8925781,0.9800149
TRAIN_0946,1,0,42,efficientnetv2_m_384_baseline,3.703125,0.9759464
TRAIN_0947,0,0,42,efficientnetv2_m_384_baseline,-4.015625,0.017712299
TRAIN_0949,0,0,42,efficientnetv2_m_384_baseline,-3.953125,0.01883313
TRAIN_0950,1,0,42,efficientnetv2_m_384_baseline,3.6210938,0.97394365
TRAIN_0960,0,0,42,efficientnetv2_m_384_baseline,-3.9082031,0.019681409
TRAIN_0961,0,0,42,efficientnetv2_m_384_baseline,-4.015625,0.017712299
TRAIN_0964,1,0,42,efficientnetv2_m_384_baseline,3.4355469,0.96879715
TRAIN_0967,0,0,42,efficientnetv2_m_384_baseline,-3.8828125,0.02017732
TRAIN_0974,1,0,42,efficientnetv2_m_384_baseline,3.7109375,0.9761292
TRAIN_0978,1,0,42,efficientnetv2_m_384_baseline,4.0429688,0.9827572
TRAIN_0984,0,0,42,efficientnetv2_m_384_baseline,-4.0039062,0.017917344
TRAIN_0987,0,0,42,efficientnetv2_m_384_baseline,-3.9707031,0.018511046
TRAIN_0993,0,0,42,efficientnetv2_m_384_baseline,-4.0585938,0.016979992
TRAIN_0994,1,0,42,efficientnetv2_m_384_baseline,4.1953125,0.9851576
TRAIN_0996,0,0,42,efficientnetv2_m_384_baseline,-3.984375,0.018264279
TRAIN_0004,1,1,42,efficientnetv2_m_384_baseline,3.8730469,0.97962874
TRAIN_0007,1,1,42,efficientnetv2_m_384_baseline,3.5507812,0.9720986
TRAIN_0012,0,1,42,efficientnetv2_m_384_baseline,-4.3515625,0.012722708
TRAIN_0025,0,1,42,efficientnetv2_m_384_baseline,-3.8613281,0.020606475
TRAIN_0029,1,1,42,efficientnetv2_m_384_baseline,3.6269531,0.97409195
TRAIN_0037,1,1,42,efficientnetv2_m_384_baseline,3.75,0.97702265
TRAIN_0039,1,1,42,efficientnetv2_m_384_baseline,3.25,0.96267307
TRAIN_0045,0,1,42,efficientnetv2_m_384_baseline,-4.0078125,0.017848738
TRAIN_0051,1,1,42,efficientnetv2_m_384_baseline,2.5292969,0.92617035
TRAIN_0055,0,1,42,efficientnetv2_m_384_baseline,-4.5234375,0.010735163
TRAIN_0057,1,1,42,efficientnetv2_m_384_baseline,3.8203125,0.9785493
TRAIN_0058,0,1,42,efficientnetv2_m_384_baseline,-4.0976562,0.016340127
TRAIN_0063,0,1,42,efficientnetv2_m_384_baseline,-4.2890625,0.013532148
TRAIN_0068,1,1,42,efficientnetv2_m_384_baseline,3.9550781,0.9812029
TRAIN_0070,1,1,42,efficientnetv2_m_384_baseline,3.9550781,0.9812029
TRAIN_0100,1,1,42,efficientnetv2_m_384_baseline,3.6210938,0.97394365
TRAIN_0102,0,1,42,efficientnetv2_m_384_baseline,-3.7695312,0.022542965
TRAIN_0120,0,1,42,efficientnetv2_m_384_baseline,-4.3085938,0.013273888
TRAIN_0124,0,1,42,efficientnetv2_m_384_baseline,-4.1484375,0.015543648
TRAIN_0127,1,1,42,efficientnetv2_m_384_baseline,3.5957031,0.9732915
TRAIN_0128,0,1,42,efficientnetv2_m_384_baseline,-4.2148438,0.014559519
TRAIN_0138,0,1,42,efficientnetv2_m_384_baseline,-4.3515625,0.012722708
TRAIN_0142,0,1,42,efficientnetv2_m_384_baseline,-3.96875,0.018546565
TRAIN_0143,1,1,42,efficientnetv2_m_384_baseline,3.6425781,0.9744834
TRAIN_0152,0,1,42,efficientnetv2_m_384_baseline,-4.3515625,0.012722708
TRAIN_0153,1,1,42,efficientnetv2_m_384_baseline,3.9160156,0.98046875
TRAIN_0154,0,1,42,efficientnetv2_m_384_baseline,-4.09375,0.016403032
TRAIN_0164,1,1,42,efficientnetv2_m_384_baseline,3.7597656,0.97724086
TRAIN_0165,1,1,42,efficientnetv2_m_384_baseline,3.640625,0.9744348
TRAIN_0173,0,1,42,efficientnetv2_m_384_baseline,-4.1289062,0.01584536
TRAIN_0181,0,1,42,efficientnetv2_m_384_baseline,-3.8496094,0.020844316
TRAIN_0189,1,1,42,efficientnetv2_m_384_baseline,3.9882812,0.9818056
TRAIN_0192,1,1,42,efficientnetv2_m_384_baseline,3.5019531,0.97074324
TRAIN_0206,1,1,42,efficientnetv2_m_384_baseline,3.859375,0.979354
TRAIN_0211,0,1,42,efficientnetv2_m_384_baseline,-4.1601562,0.015365342
TRAIN_0218,0,1,42,efficientnetv2_m_384_baseline,-3.9453125,0.018978037
TRAIN_0219,1,1,42,efficientnetv2_m_384_baseline,3.6992188,0.9758546
TRAIN_0243,1,1,42,efficientnetv2_m_384_baseline,3.9335938,0.98080254
TRAIN_0248,0,1,42,efficientnetv2_m_384_baseline,-3.8984375,0.019870713
TRAIN_0254,1,1,42,efficientnetv2_m_384_baseline,3.9492188,0.9810946
TRAIN_0257,1,1,42,efficientnetv2_m_384_baseline,3.8085938,0.9783019
TRAIN_0258,1,1,42,efficientnetv2_m_384_baseline,3.7128906,0.9761746
TRAIN_0267,1,1,42,efficientnetv2_m_384_baseline,3.6503906,0.97467697
TRAIN_0269,1,1,42,efficientnetv2_m_384_baseline,3.9863281,0.9817707
TRAIN_0272,0,1,42,efficientnetv2_m_384_baseline,-4.3789062,0.012383786
TRAIN_0275,1,1,42,efficientnetv2_m_384_baseline,3.5273438,0.9714559
TRAIN_0280,1,1,42,efficientnetv2_m_384_baseline,3.8554688,0.9792749
TRAIN_0281,1,1,42,efficientnetv2_m_384_baseline,3.6347656,0.97428846
TRAIN_0291,1,1,42,efficientnetv2_m_384_baseline,3.8476562,0.9791158
TRAIN_0298,0,1,42,efficientnetv2_m_384_baseline,-4.1132812,0.016090875
TRAIN_0303,1,1,42,efficientnetv2_m_384_baseline,3.2714844,0.9634375
TRAIN_0304,0,1,42,efficientnetv2_m_384_baseline,-4.3320312,0.012970385
TRAIN_0305,1,1,42,efficientnetv2_m_384_baseline,3.7050781,0.9759923
TRAIN_0315,0,1,42,efficientnetv2_m_384_baseline,-4.0976562,0.016340127
TRAIN_0317,0,1,42,efficientnetv2_m_384_baseline,-4.1679688,0.01524759
TRAIN_0325,1,1,42,efficientnetv2_m_384_baseline,3.65625,0.97482115
TRAIN_0327,0,1,42,efficientnetv2_m_384_baseline,-4.359375,0.012624949
TRAIN_0333,1,1,42,efficientnetv2_m_384_baseline,3.328125,0.96538115
TRAIN_0356,0,1,42,efficientnetv2_m_384_baseline,-4.0117188,0.01778039
TRAIN_0357,0,1,42,efficientnetv2_m_384_baseline,-4.3984375,0.01214717
TRAIN_0361,0,1,42,efficientnetv2_m_384_baseline,-3.7089844,0.023916386
TRAIN_0370,1,1,42,efficientnetv2_m_384_baseline,3.6640625,0.9750122
TRAIN_0374,0,1,42,efficientnetv2_m_384_baseline,-4.3828125,0.0123360995
TRAIN_0384,0,1,42,efficientnetv2_m_384_baseline,-3.734375,0.023330769
TRAIN_0392,0,1,42,efficientnetv2_m_384_baseline,-3.8828125,0.02017732
TRAIN_0393,1,1,42,efficientnetv2_m_384_baseline,4.0,0.98201376
TRAIN_0394,0,1,42,efficientnetv2_m_384_baseline,-4.1132812,0.016090875
TRAIN_0396,0,1,42,efficientnetv2_m_384_baseline,-4.078125,0.01665704
TRAIN_0409,0,1,42,efficientnetv2_m_384_baseline,-4.3398438,0.01287075
TRAIN_0412,1,1,42,efficientnetv2_m_384_baseline,3.6171875,0.9738444
TRAIN_0417,1,1,42,efficientnetv2_m_384_baseline,3.7929688,0.97796774
TRAIN_0443,1,1,42,efficientnetv2_m_384_baseline,3.9921875,0.98187524
TRAIN_0448,0,1,42,efficientnetv2_m_384_baseline,-4.3398438,0.01287075
TRAIN_0450,1,1,42,efficientnetv2_m_384_baseline,3.5820312,0.9729338
TRAIN_0453,0,1,42,efficientnetv2_m_384_baseline,-3.9199219,0.019456577
TRAIN_0457,1,1,42,efficientnetv2_m_384_baseline,3.6035156,0.9734938
TRAIN_0458,1,1,42,efficientnetv2_m_384_baseline,3.6972656,0.9758085
TRAIN_0461,0,1,42,efficientnetv2_m_384_baseline,-3.8203125,0.02145073
TRAIN_0469,0,1,42,efficientnetv2_m_384_baseline,-4.140625,0.01566365
TRAIN_0470,0,1,42,efficientnetv2_m_384_baseline,-4.328125,0.01302049
TRAIN_0474,0,1,42,efficientnetv2_m_384_baseline,-4.3945312,0.012194132
TRAIN_0475,0,1,42,efficientnetv2_m_384_baseline,-4.3085938,0.013273888
TRAIN_0478,1,1,42,efficientnetv2_m_384_baseline,3.6914062,0.9756698
TRAIN_0489,0,1,42,efficientnetv2_m_384_baseline,-3.6601562,0.025083143
TRAIN_0497,0,1,42,efficientnetv2_m_384_baseline,-4.3125,0.013222823
TRAIN_0500,1,1,42,efficientnetv2_m_384_baseline,3.9394531,0.9809125
TRAIN_0501,1,1,42,efficientnetv2_m_384_baseline,3.8730469,0.97962874
TRAIN_0502,0,1,42,efficientnetv2_m_384_baseline,-4.4101562,0.01200735
TRAIN_0507,1,1,42,efficientnetv2_m_384_baseline,3.9667969,0.98141783
TRAIN_0511,0,1,42,efficientnetv2_m_384_baseline,-3.9570312,0.018761085
TRAIN_0518,0,1,42,efficientnetv2_m_384_baseline,-3.9082031,0.019681409
TRAIN_0519,1,1,42,efficientnetv2_m_384_baseline,3.9804688,0.98166555
TRAIN_0523,1,1,42,efficientnetv2_m_384_baseline,3.4726562,0.96989965
TRAIN_0529,1,1,42,efficientnetv2_m_384_baseline,3.7988281,0.9780936
TRAIN_0531,1,1,42,efficientnetv2_m_384_baseline,3.6855469,0.9755304
TRAIN_0533,1,1,42,efficientnetv2_m_384_baseline,3.5957031,0.9732915
TRAIN_0538,0,1,42,efficientnetv2_m_384_baseline,-3.5917969,0.026810195
TRAIN_0540,0,1,42,efficientnetv2_m_384_baseline,-4.015625,0.017712299
TRAIN_0541,0,1,42,efficientnetv2_m_384_baseline,-4.3164062,0.01317195
TRAIN_0542,0,1,42,efficientnetv2_m_384_baseline,-4.3671875,0.0125279315
TRAIN_0543,0,1,42,efficientnetv2_m_384_baseline,-4.2695312,0.013795365
TRAIN_0548,1,1,42,efficientnetv2_m_384_baseline,3.6777344,0.9753431
TRAIN_0551,0,1,42,efficientnetv2_m_384_baseline,-4.1367188,0.015723988
TRAIN_0555,1,1,42,efficientnetv2_m_384_baseline,3.8632812,0.97943294
TRAIN_0559,0,1,42,efficientnetv2_m_384_baseline,-3.7597656,0.022759158
TRAIN_0560,0,1,42,efficientnetv2_m_384_baseline,-4.3710938,0.0124797
TRAIN_0564,1,1,42,efficientnetv2_m_384_baseline,3.921875,0.9805807
TRAIN_0568,0,1,42,efficientnetv2_m_384_baseline,-4.2109375,0.01461567
TRAIN_0569,0,1,42,efficientnetv2_m_384_baseline,-4.2460938,0.014117893
TRAIN_0577,0,1,42,efficientnetv2_m_384_baseline,-4.3515625,0.012722708
TRAIN_0591,0,1,42,efficientnetv2_m_384_baseline,-3.984375,0.018264279
TRAIN_0592,1,1,42,efficientnetv2_m_384_baseline,3.7050781,0.9759923
TRAIN_0599,1,1,42,efficientnetv2_m_384_baseline,3.8828125,0.9798227
TRAIN_0600,1,1,42,efficientnetv2_m_384_baseline,3.5566406,0.9722571
TRAIN_0601,0,1,42,efficientnetv2_m_384_baseline,-3.8671875,0.020488555
TRAIN_0604,0,1,42,efficientnetv2_m_384_baseline,-4.4335938,0.011732464
TRAIN_0607,0,1,42,efficientnetv2_m_384_baseline,-3.9199219,0.019456577
TRAIN_0618,1,1,42,efficientnetv2_m_384_baseline,3.765625,0.97737074
TRAIN_0638,1,1,42,efficientnetv2_m_384_baseline,3.8632812,0.97943294
TRAIN_0647,1,1,42,efficientnetv2_m_384_baseline,4.0976562,0.98365986
TRAIN_0649,1,1,42,efficientnetv2_m_384_baseline,3.5332031,0.97161794
TRAIN_0652,1,1,42,efficientnetv2_m_384_baseline,4.0078125,0.98215127
